StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_5_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2022-01-12 15:36:10,2022-01-12 15:47:34,IP Address,72.168.160.83,100,683,True,2022-01-12 15:47:34,R_3R7vAkfk6L3qrBr,,,,,47.6033935546875,-122.341400146484375,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough quality housing,,,Yes,3,4,2,1,5,,"City needs to actively look for builders, not just sit back and hope they come.  Mayor and City Manager have been far to lazy in this area.  Every other city in the area is actively seeking builders and showing results and Knoxville is not.","We need to look for builders, not sit back and wait for them.  Follow the plan of Pleasantville or Pella.",Male,41-55,2,0,White or Caucasian,"$100,000-$149,999"
2022-01-12 15:43:50,2022-01-12 15:50:10,IP Address,71.30.73.43,100,380,True,2022-01-12 15:50:11,R_QhORV0zaKGsvQLT,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$1,200-$1,499",Fair,Yes,Yes,Not enough affordable housing,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,4,2,3,1,5,,"Knoxville is not a thriving community ","Make the town more appealing ",Female,41-55,3,0,White or Caucasian,"$80,000-$99,999"
2022-01-12 15:52:09,2022-01-12 15:54:20,IP Address,173.24.27.123,100,130,True,2022-01-12 15:54:20,R_24NNWEyOP8HORO8,,,,,42.040496826171875,-92.91269683837890625,anonymous,EN,Yes,More than 10 years,,,,,,No,Rent,,Apartment,,$700-$899,Poor,Yes,Yes,Not enough quality housing,,,No,3,4,2,1,5,,,,Female,18 - 25,2,2,White or Caucasian,"$60,000-$79,999"
2022-01-12 16:00:14,2022-01-12 16:05:58,IP Address,173.190.69.110,100,343,True,2022-01-12 16:05:59,R_3p9C7dvB38An8Cf,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,Duplex,No,2,4,3,1,5,,"Lack of housing available for rent or medium income ",,Female,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2022-01-12 15:00:59,2022-01-12 16:23:15,IP Address,205.196.241.229,100,4935,True,2022-01-12 16:23:16,R_31pkFdNXjJ2zlb9,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Excellent,Yes,Yes,Not enough quality housing,,,Yes,4,3,2,1,5,,infrastructure for new developments,,Female,56-70,2,0,White or Caucasian,"$150,000-$199,999"
2022-01-12 16:26:54,2022-01-12 16:30:04,IP Address,172.58.84.214,100,189,True,2022-01-12 16:30:04,R_YS6BxsOSjRMYaoV,,,,,44.9833984375,-93.26219940185546875,anonymous,EN,Yes,1-5 years,,,,,,No,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Other,"Not enough jobs in Knoxville to support buying a house in Knoxville ",,No,4,3,1,2,5,,"Low annual income of current residents seems to be a common theme ",,Female,26 - 40,1,0,White or Caucasian,"$40,000-$59,999"
2022-01-12 16:45:17,2022-01-12 17:00:55,IP Address,98.22.0.99,100,938,True,2022-01-12 17:00:56,R_1IZ4kHfMpcOB8ET,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,6-10 years,,,,,,Yes,Rent,,Single family home,,$700-$899,Fair,Yes,Yes,Do not qualify for a home mortgage,,"Duplex,Independent Living Complex",No,1,2,4,3,5,"It took over a year to find a rental house in Knoxville .. that was actively looking that's insane we need more rentals in this town ","The lack of support the city of Knoxville provides. To home owners/landlords, businesses all of it. The only thing the city cares about is the racetrack and the racetrack 
Doesn't even turn around and support this community back.  ","I feel like with the plan for VA and over by Walmart those actions are already being taken I have no idea how to get landlords to invest in housing for the purpose of renting other then some kind of incentive program ... so many people are unable to get a mortgage and are forced to live in dumps because that is all that is available. Hopefully with new apartments/duplex's those all won't be restricted on income. Because my husband and I make really good money and can afford rent for a nice place to rent but it seems like all the new nicer stuff had income restrictions on it and we made too much which doesn't really seem fair either. ",Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2022-01-12 17:04:21,2022-01-12 17:10:40,IP Address,173.27.230.102,100,378,True,2022-01-12 17:10:40,R_3lLxr7Ss8hffLYr,,,,,41.314300537109375,-93.5879974365234375,anonymous,EN,Yes,6-10 years,,,,,,Retired,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough of the right home styles,,Independent Living Complex,No,4,3,2,1,5,,Available land,,Female,56-70,1,0,White or Caucasian,"$20,000-$39,999"
2022-01-12 17:05:29,2022-01-12 17:10:47,IP Address,166.181.84.40,100,317,True,2022-01-12 17:10:47,R_2ysClkqYyG0WPjQ,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough of the right home styles,,,No,4,2,3,1,5,,,,Male,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2022-01-12 17:10:41,2022-01-12 17:15:15,IP Address,166.181.82.254,100,274,True,2022-01-12 17:15:15,R_bdCSSbmROAiHZhn,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Do not qualify for a home mortgage,,Independent Living Complex,No,4,2,1,3,5,,Too many people on low income housing or don’t want to spend money to rehab their homes.,Start/follow through with fines after city inspection in the summer.,Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2022-01-12 17:31:57,2022-01-12 17:35:20,IP Address,166.181.83.27,100,203,True,2022-01-12 17:35:21,R_rdqzawEKEgjdJ85,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,No,,I own a home elsewhere,,"More homeownership options,Better quality housing options,Better community amenities","Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","Over $400,000",,,,,,,,,,Not enough of the right home styles,,,No,4,1,2,3,5,,"A lack of community pride in existing structures and lack of enforcement to keep homes looking nice.  When people are surrounded by homes that aren't kept up, their opinion of their community is negatively impacted.",Help homeowners with grants and skin in the game funding to improve existing structures,Female,26 - 40,2,2,White or Caucasian,"$200,000 or more"
2022-01-12 17:40:36,2022-01-12 17:43:25,IP Address,75.117.227.128,100,169,True,2022-01-12 17:43:26,R_vZuH8LiJ7i5kElb,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$2,000 or more",Excellent,Yes,Yes,Not enough quality housing,,,Yes,3,4,2,1,5,,,,Female,41-55,2,2,White or Caucasian,"$150,000-$199,999"
2022-01-12 17:42:03,2022-01-12 17:48:29,IP Address,151.213.152.249,100,385,True,2022-01-12 17:48:29,R_3PY33qWSTuRfTmP,,,,,41.6392974853515625,-92.0240020751953125,anonymous,EN,Yes,6-10 years,,,,,,No,Own,,Single family home,,"$900-$1,199",Excellent,Yes,Yes,Do not qualify for a home mortgage,,,No,5,2,3,1,4,,"Business district and parks ",Community cleanups and restoration grants for existing historical homes,Female,41-55,2,0,White or Caucasian,"$100,000-$149,999"
2022-01-12 17:43:26,2022-01-12 17:51:10,IP Address,98.22.1.171,100,463,True,2022-01-12 17:51:10,R_aWUIP8SLATpqcIV,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,,Yes,2,3,4,1,5,,available builders,The community and city should continue to work together. A few home builders should also invest in Knoxville. Landlords should be held to account for taking care of their housing options.,Male,26 - 40,2,2,White or Caucasian,"$200,000 or more"
2022-01-12 17:49:13,2022-01-12 17:52:54,IP Address,71.28.212.190,100,220,True,2022-01-12 17:52:54,R_sHkFEpXCIikETV7,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,1-5 years,,,,,,Retired,Own,,Other,,"$1,500-1,999",Excellent,No,Yes,Not enough quality housing,,,No,3,4,2,1,5,,Too many bad housing areas that aren't cleaned up,"Make the area desirable. Local business and restaurants ",Male,56-70,2,0,White or Caucasian,
2022-01-12 17:47:13,2022-01-12 17:52:56,IP Address,166.181.85.232,100,342,True,2022-01-12 17:52:56,R_2pQYdS1rcBbwYbW,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,6-10 years,,,,,,Retired,Own,,Single family home,,$700-$899,Good,Yes,Yes,Do not qualify for a home mortgage,,Independent Living Complex,No,4,2,1,3,5,,"Section 8 meth users ","More police and safety issues ",Female,56-70,2,0,White or Caucasian,"$40,000-$59,999"
2022-01-12 17:59:20,2022-01-12 18:11:38,IP Address,173.23.98.170,100,738,True,2022-01-12 18:11:38,R_2E6oNtskjuv8dtn,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Other,"Price, style, yard size, accessibility ",,No,4,2,3,1,5,,"Too much crime, too many underdeveloped areas in the town/city, more strict enforcement of making sure properties look nice, too many people buying homes cheap just to flip them and resale without ever occupying, ",Not sure at this time,Female,41-55,2,1,White or Caucasian,"$40,000-$59,999"
2022-01-12 18:05:34,2022-01-12 18:16:41,IP Address,98.22.216.88,100,667,True,2022-01-12 18:16:42,R_1CrLPQYPgIxXckR,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,$500-$699,Fair,Yes,Yes,Do not qualify for a home mortgage,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,3,1,2,4,5,,"Money ",,Female,26 - 40,2,2,White or Caucasian,"$20,000-$39,999"
2022-01-12 18:11:34,2022-01-12 18:18:12,IP Address,69.18.48.118,100,397,True,2022-01-12 18:18:12,R_UiGGgZTYoTLUWOt,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,,Yes,5,3,1,2,4,"Improve safety and reduce crime ",Lack of quality employment. Poor tax base.,"Incentives to fix up existing homes and to build new homes. Hopefully, this will help attract new businesses and employers.",Female,41-55,2,2,White or Caucasian,"$200,000 or more"
2022-01-12 18:27:51,2022-01-12 18:35:29,IP Address,173.28.55.56,100,458,True,2022-01-12 18:35:30,R_2BrPrnX0zjXdVeh,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Duplex/Fourplex,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Independent Living Complex,Yes,1,2,3,4,5,,"Taxes ","Since you're building more homes, you need to get more jobs in knoxville ",Male,56-70,1,0,White or Caucasian,"$20,000-$39,999"
2022-01-12 18:38:22,2022-01-12 18:49:22,IP Address,75.91.173.178,100,659,True,2022-01-12 18:49:23,R_SBl0ZF8jyPrON7X,,,,,41.3105926513671875,-93.096099853515625,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough quality housing,,Independent Living Complex,Yes,3,1,2,4,5,,Low income within the community. New company growth.,"Quality jobs, Attracted new and up.qnd coming companies with tax exceptions.",Male,26 - 40,1,0,White or Caucasian,"$40,000-$59,999"
2022-01-12 18:52:18,2022-01-12 18:55:12,IP Address,173.20.207.190,100,173,True,2022-01-12 18:55:13,R_3s6YrBhNIHylYy4,,,,,41.314300537109375,-93.5879974365234375,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$2,000 or more",Excellent,Yes,,Not enough of the right home styles,,,No,3,4,1,2,5,,,,Female,26 - 40,2,2,White or Caucasian,"$200,000 or more"
2022-01-12 18:59:37,2022-01-12 19:04:17,IP Address,166.181.87.82,100,280,True,2022-01-12 19:04:17,R_2iboWPJDs8Lz0FH,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$1,500-1,999",Fair,Yes,No,Not enough quality housing,,,No,4,1,2,3,5,,High taxes,Lower taxes,Male,41-55,2,1,Don’t wish to answer,"$150,000-$199,999"
2022-01-12 19:01:48,2022-01-12 19:10:30,IP Address,98.21.136.73,100,522,True,2022-01-12 19:10:30,R_30cSttz9ihryZVP,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Independent Living Complex,Yes,4,1,2,3,5,,"Until recently we have not had space for potential investors to build properties. The areas that were a possibility were over priced. We also lacked utilities in areas of potential development. ","Finding resources for funding and development for housing projects ie: investors, builders, grants.",Female,41-55,3,0,White or Caucasian,"$80,000-$99,999"
2022-01-12 19:07:04,2022-01-12 19:10:35,IP Address,50.81.87.106,100,211,True,2022-01-12 19:10:36,R_2QDL8SJyhKHwvLk,,,,,41.314300537109375,-93.5879974365234375,anonymous,EN,Yes,6-10 years,,,,,,No,Own,,Single family home,,$700-$899,Good,Yes,No,Not enough affordable housing,,,No,3,4,2,1,5,,,,Female,26 - 40,2,3,White or Caucasian,"$20,000-$39,999"
2022-01-12 19:08:58,2022-01-12 19:14:11,IP Address,75.91.172.12,100,313,True,2022-01-12 19:14:11,R_2DNTuFaJrHnKYta,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough quality housing,,,Yes,4,3,2,1,5,,,,Male,41-55,4,0,White or Caucasian,"$150,000-$199,999"
2022-01-12 19:07:35,2022-01-12 19:18:05,IP Address,173.27.165.163,100,629,True,2022-01-12 19:18:05,R_xcr2cGkm9cbJfBT,,,,,41.314300537109375,-93.5879974365234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$300-$499,Fair,Yes,No,Other,Not enough low end older homes for people who can't afford newer ones,Assisted Living Complex,Yes,3,1,2,4,5,,Not enough emphasis on current affordable homes,Work with people who can't afford to do expensive remodels. Give them as much attention as new home builders and housing complexes get. They matter. They just don't have the money/power like others do.,Male,56-70,4,2,White or Caucasian,"$60,000-$79,999"
2022-01-12 19:11:05,2022-01-12 19:18:37,IP Address,75.106.215.73,100,452,True,2022-01-12 19:18:38,R_1JFPRjFegimBgzm,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,Independent Living Complex,No,2,1,3,4,5,,The City government,Bring in more quality business and resturants.  Make Knoxville more of a yearly thriving community YEAR round.  Not just at racing season.,Female,56-70,2,0,White or Caucasian,"$40,000-$59,999"
2022-01-12 19:20:03,2022-01-12 19:23:14,IP Address,173.191.178.103,100,191,True,2022-01-12 19:23:15,R_1jvoiGl3SlETewb,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,Yes,Yes,Not enough of the right home styles,,Assisted Living Complex,No,2,4,3,1,5,,Not sure,,Male,26 - 40,2,3,White or Caucasian,"$100,000-$149,999"
2022-01-12 19:11:40,2022-01-12 19:23:24,IP Address,166.181.85.175,100,704,True,2022-01-12 19:23:25,R_8iZJtACc6oiGKL7,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,$700-$899,Excellent,Yes,Yes,Not enough quality housing,,Independent Living Complex,Yes,2,4,3,1,5,,"No investors/developers ",Let them do what they do! Continue moving forward. Just glad they are doing something with the VA. Better than where it was a year ago. Progress!,Male,41-55,2,0,White or Caucasian,"$80,000-$99,999"
2022-01-12 19:21:51,2022-01-12 19:24:46,IP Address,151.213.152.179,100,175,True,2022-01-12 19:24:46,R_1OD2n2QqZkxvrOS,,,,,41.6392974853515625,-92.0240020751953125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,No,Yes,Not enough quality housing,,,No,2,4,3,1,5,,,,Female,41-55,4,2,White or Caucasian,"$100,000-$149,999"
2022-01-12 19:34:34,2022-01-12 19:36:48,IP Address,174.198.66.96,100,133,True,2022-01-12 19:36:48,R_SWdjCsF8l6mAiGZ,,,,,41.261505126953125,-95.8303985595703125,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough affordable housing,,"Duplex,Independent Living Complex,Assisted Living Complex",No,3,1,2,4,5,,,,Female,26 - 40,2,0,White or Caucasian,"$150,000-$199,999"
