StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q36,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q32_10,Q32_10_TEXT,Q33,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_6,Q18_5,Q18_5_TEXT,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q33 - Topics,Q33 - Parent Topics
2021-05-18 16:40:27,2021-05-18 16:50:34,IP Address,208.79.5.197,100,607,True,2021-05-18 16:50:35,R_3gXCXhGwnVgrh3u,,,,,41.7068023681640625,-96.00279998779296875,anonymous,EN,Yes,More than 10 years,Modale,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,"$2,000 or more",Good,Yes,Yes,Not enough quality housing,,"Condo,Single family home,Independent Living Complex",Not at all important,Not at all important,Extremely important,Important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,,,"restaurants, daycare, recreation",Yes,2,3,5,1,4,6,,abate houses that need to be torn down so we can build homes that people will actually live in.,Female,26 - 40,2,1,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-18 17:27:51,2021-05-18 19:06:57,IP Address,68.110.28.166,100,5945,True,2021-05-18 19:06:58,R_3JwvM5ckkdsBK3f,,,,,41.2324066162109375,-95.87509918212890625,anonymous,EN,No,,,"I own a home elsewhere,My spouse works in another community,Other",Small Towns Close too Early,"More homeownership options,More and better jobs,Shorter commute,Better community amenities (parks, community center, library, restaurants)",,"$100,000-$175,000",,,,,,,,,,Employment opportunities,,"Condo,Single family home",Slightly important,Important,Important,Important,Slightly important,Very important,Extremely important,Important,Extremely important,Very important,"Amenities, ","Restaurants, shopping, entertainment.",Yes,3,5,2,4,1,6,,"Get rid of landlords that do not take care of property. ",Male,41-55,2,0,White or Caucasian,"$60,000-$79,999",Unknown,
2021-05-18 17:27:41,2021-05-18 19:11:07,IP Address,67.224.37.222,100,6205,True,2021-05-18 19:11:08,R_3JCbn306d7wnrJI,,,,,41.3065032958984375,-91.70079803466796875,anonymous,EN,Yes,More than 10 years,Logan,,,,Not interested in a different home,"Less than $100,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough of the right home styles,,Single family home,Very important,Very important,Slightly important,Important,Not at all important,Extremely important,Extremely important,Not at all important,Very important,,,"Parks, grocery store, church",No,4,1,5,2,3,6,,"Take down abandoned properties and build houses on those lots.  ",Female,26 - 40,1,0,White or Caucasian,"$40,000-$59,999",Unknown,
2021-05-19 04:10:54,2021-05-19 04:14:12,IP Address,72.198.209.41,100,197,True,2021-05-19 04:14:13,R_2t997KURJP138fB,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,No,,,I own a home elsewhere,,More and better jobs,,"Over $400,000",,,,,,,,,,Employment opportunities,,"Townhome,Condo,Single family home",Extremely important,Extremely important,Not at all important,Extremely important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,,,,No,5,2,3,4,1,6,,,Female,41-55,2,0,White or Caucasian,"$200,000 or more",,
2021-05-19 07:40:21,2021-05-19 07:50:47,IP Address,40.137.222.53,100,625,True,2021-05-19 07:50:47,R_0J8URf0Av6nut21,,,,,41.407806396484375,-92.91719818115234375,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Would be interested in a new construction single-family home,"$100,000-$175,000",Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,Single family home,Not at all important,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Important,,,none,No,6,3,4,5,1,2,create programs or some type of assistance to help with loans and Mortgage,unknown,Female,41-55,2,2,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 08:19:40,2021-05-19 08:28:12,IP Address,184.105.41.39,100,511,True,2021-05-19 08:28:12,R_A5PsIsET0iNYJX3,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,"Would be interested in down-sizing,Would be interested in an existing single-family home,Would be interested in senior housing","$175,000-$250,000",Retired,Own,,Single family home,,Less than $300,Excellent,No,Yes,Not enough affordable housing,,"Duplex,Single family home",Extremely important,Extremely important,Slightly important,Extremely important,Not at all important,Very important,Extremely important,Important,Extremely important,,,"parks,  outside walking paths,  restaurants",No,4,1,2,3,5,6,,,Female,71+,2,0,White or Caucasian,"$20,000-$39,999",Unknown,
2021-05-19 08:27:55,2021-05-19 08:39:18,IP Address,66.172.202.34,100,682,True,2021-05-19 08:39:18,R_73D7kjUWeCMmsRr,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,6-10 years,Woodbine,,,,Would be interested in senior housing,"Less than $100,000",Retired,Own,,Single family home,,$500-$699,Excellent,No,Yes,Employment opportunities,,"Single family home,Independent Living Complex",Extremely important,Extremely important,Slightly important,Extremely important,Important,Extremely important,Extremely important,Very important,Extremely important,,,"Grocery store, food services,recreation park",No,1,4,3,5,2,6,,More available housing,Male,56-70,1,0,White or Caucasian,"$19,999 or less",Unknown,
2021-05-19 08:38:47,2021-05-19 08:43:33,IP Address,184.105.41.39,100,285,True,2021-05-19 08:43:33,R_2wTVajKavLh1Alc,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,$700-$899,Good,Yes,No,Do not qualify for a home mortgage,,Single family home,Very important,Very important,Not at all important,Very important,Important,Important,Extremely important,Important,Extremely important,,,,No,1,2,5,6,3,4,,,,56-70,2,0,Don’t wish to answer,"$60,000-$79,999",,
2021-05-19 08:41:39,2021-05-19 08:48:19,IP Address,184.105.62.250,100,399,True,2021-05-19 08:48:19,R_XjphKiXpVjESxjz,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Would be interested in up-sizing,"$175,000-$250,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,"Single family home,Independent Living Complex",Important,Important,Very important,Very important,Very important,Very important,Very important,Slightly important,Important,,,"parks, schools, grocery store, restaurants",No,5,4,2,1,3,6,,"fixing up rental properties and vacant houses that are run down ",Female,26 - 40,2,0,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 10:03:40,2021-05-19 10:08:59,IP Address,184.105.41.5,100,319,True,2021-05-19 10:09:00,R_3qXdb6MDAUtoGiD,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$100,000-$175,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,Single family home,Important,Important,Slightly important,Important,Not at all important,Not at all important,Slightly important,Not at all important,Not at all important,,,,No,1,4,3,2,5,6,,,Male,26 - 40,2,2,White or Caucasian,"$60,000-$79,999",,
2021-05-19 13:02:29,2021-05-19 13:07:21,IP Address,184.105.41.39,100,291,True,2021-05-19 13:07:21,R_3MKzEugRnKAoZxI,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,1-5 years,Woodbine,,,,Would be interested in renting,"Less than $100,000",Yes,Rent,,Single family home,,"$900-$1,199",Fair,Yes,No,Not enough affordable housing,,"Townhome,Condo,Single family home",Extremely important,Extremely important,Extremely important,Very important,Important,Important,Important,Slightly important,Important,,,park.,No,2,3,4,1,5,6,,,Female,26 - 40,2,5 or more children,Don’t wish to answer,"$40,000-$59,999",Unknown,
2021-05-19 13:08:30,2021-05-19 13:13:34,IP Address,199.138.109.26,100,303,True,2021-05-19 13:13:34,R_1pDnurxOGWw6R0G,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$100,000-$175,000",Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,"Townhome,Condo,Single family home",Not at all important,Not at all important,Extremely important,Extremely important,Very important,Important,Important,Important,Important,,,parks,No,5,1,2,3,4,6,,,Female,41-55,2,2,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 13:07:15,2021-05-19 13:13:57,IP Address,207.28.127.1,100,402,True,2021-05-19 13:13:58,R_T7wxmdWriC6Sopj,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$2,000 or more",Excellent,No,Yes,Not enough quality housing,,"Apartment,Single family home",Slightly important,Slightly important,Important,Very important,Slightly important,Important,Extremely important,Important,Extremely important,,,"Restaurants, Pool, Gym, Grocery Store",Yes,3,5,4,1,2,6,,,Male,41-55,2,4,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 13:07:44,2021-05-19 13:18:48,IP Address,66.172.252.173,100,663,True,2021-05-19 13:18:48,R_T0J5HZSGu1qDbz3,,,,,41.64349365234375,-95.78569793701171875,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Do not qualify for a home mortgage,,Townhome,Important,Important,Important,Slightly important,Not at all important,Important,Very important,Very important,Very important,,,"places to shop, good hardware store, movie theaters, good restaurants. A clean community, meaning no trash and junk cars in the entire town. Lawns mowed and the city enforcing these ordnances along with enforcing building permit ordnances for everyone, not just a few.  ",No,5,3,2,4,1,6,,"Work with individuals who do not qualify for home loans and show them how to qualify and how to live on a budget, save money. Go back to school to earn a better living. How to take care of a home and increase its value to resale and move to a better home.",Male,56-70,2,0,White or Caucasian,"$60,000-$79,999",Unknown,
2021-05-19 13:11:49,2021-05-19 13:19:05,IP Address,205.221.158.3,100,436,True,2021-05-19 13:19:06,R_3R1NCxLyBUZUaxA,,,,,42.020294189453125,-95.36669921875,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"Less than $100,000",No,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,Single family home,Very important,Very important,Very important,Very important,Important,Important,Very important,Important,Very important,,,,No,5,3,4,1,2,6,,,Female,26 - 40,2,1,White or Caucasian,"$20,000-$39,999",,
2021-05-19 13:56:39,2021-05-19 14:01:29,IP Address,184.105.41.39,100,290,True,2021-05-19 14:01:30,R_1JRu20OXchE3xbE,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,1-5 years,Woodbine,,,,Would be interested in an existing single-family home,"Less than $100,000",Yes,Rent,,Single family home,,$500-$699,Poor,No,Yes,Do not qualify for a home mortgage,,Single family home,Extremely important,Extremely important,Important,Very important,Slightly important,Extremely important,Important,Slightly important,Important,,,,No,2,1,3,5,4,6,,"Rental inspections, incentives and help to improve interior as well",Female,26 - 40,2,2,White or Caucasian,"$40,000-$59,999",,
2021-05-19 14:05:10,2021-05-19 14:09:17,IP Address,173.187.172.35,100,247,True,2021-05-19 14:09:18,R_3DtHGfCHN27KgJl,,,,,41.3065032958984375,-91.70079803466796875,anonymous,EN,Yes,6-10 years,Woodbine,,,,Not interested in a different home,"$175,000-$250,000",Yes,Own,,Single family home,,$500-$699,Good,Yes,No,Employment opportunities,,Single family home,Slightly important,Important,Slightly important,Important,Slightly important,Important,Important,Not at all important,Important,,,,No,5,2,4,3,1,6,,,Male,26 - 40,2,1,White or Caucasian,"$40,000-$59,999",,
2021-05-19 14:00:09,2021-05-19 14:27:37,IP Address,40.137.103.77,100,1648,True,2021-05-19 14:27:38,R_2Wvs3IqWQDAv3ok,,,,,41.858001708984375,-95.62270355224609375,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$325,000-$400,000",Yes,Own,,Single family home,,Less than $300,Excellent,No,Yes,Not enough quality housing,,Single family home,Important,Slightly important,Very important,Slightly important,Not at all important,Important,Important,Not at all important,Important,,,"grocery store, restaurants, school",Yes,4,2,1,3,5,6,,"Incentivize buyout, demolition and replacement of dilapidated houses.  Automatic tax abatement for home improvements, additions, or new-home construction.  Increase the tax rate on bare lots relative to lots with structures - it should be expensive to sit on an un-utilized buildable lot.",Male,41-55,2,3,White or Caucasian,"$150,000-$199,999",Unknown,
2021-05-19 14:25:09,2021-05-19 14:34:00,IP Address,184.105.250.134,100,531,True,2021-05-19 14:34:01,R_A7piRRAP7tOufmh,,,,,41.9138031005859375,-95.48439788818359375,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$175,000-$250,000",No,Own,,Single family home,,"$1,200-$1,499",Excellent,Yes,No,Employment opportunities,,"Townhome,Single family home,Independent Living Complex",Not at all important,Not at all important,Slightly important,Slightly important,Very important,Not at all important,Extremely important,Slightly important,Extremely important,,,"variety of restaurants, parks, trails, hiking and biking safely, ",No,5,2,3,4,1,6,,"unsure, but glad people are working on this. Thanks.",Female,41-55,2,0,White or Caucasian,"$100,000-$149,999",Unknown,
2021-05-19 14:33:40,2021-05-19 14:41:56,IP Address,173.191.243.108,100,495,True,2021-05-19 14:56:58,R_3NE54XRNHqxsVdu,,,,,41.1251983642578125,-91.44190216064453125,anonymous,EN,Yes,More than 10 years,Woodbine,,,,Not interested in a different home,"$175,000-$250,000",Retired,Own,,Single family home,,$500-$699,Excellent,Yes,Yes,Not enough affordable housing,,"Condo,Single family home,Independent Living Complex,Assisted Living Complex",Very important,Very important,Important,Very important,Slightly important,Extremely important,Extremely important,Slightly important,Extremely important,,,"All mentioned, youth activities, shopping, outdoor activities for adults/ families, strong city government/ community that shows pride in its appearance ",Yes,4,5,1,2,3,6,,,Female,56-70,2,0,White or Caucasian,"$80,000-$99,999",Unknown,
2021-05-19 14:14:00,2021-05-19 14:58:14,IP Address,174.198.65.95,100,2654,True,2021-05-19 14:58:14,R_1H7AAn3gga7y1sh,,,,,41.5677032470703125,-95.8907012939453125,anonymous,EN,Yes,More than 10 years,Logan,,,,"Would be interested in up-sizing,Would be interested in a new construction single-family home","$250,000-$325,000",Yes,Own,,Single family home,,Less than $300,Excellent,No,No,Not enough quality housing,,Single family home,Not at all important,Not at all important,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,Extremely important,,,All the above!,No,4,5,2,3,1,6,,,Female,41-55,1,1,White or Caucasian,"$150,000-$199,999",Unknown,
2021-05-19 14:54:15,2021-05-19 15:04:30,IP Address,184.105.41.5,100,614,True,2021-05-19 15:04:30,R_vekqENYvPdMQcWR,,,,,41.7350006103515625,-95.6996002197265625,anonymous,EN,Yes,1-5 years,Woodbine,,,,Not interested in a different home,"$250,000-$325,000",Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,Single family home,Extremely important,Extremely important,Extremely important,Extremely important,Important,Extremely important,Extremely important,Slightly important,Very important,,,,No,5,2,3,1,4,6,,,Female,26 - 40,1,3,White or Caucasian,"$100,000-$149,999",,
