StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q6,Q7,Q8,Q9,Q9_3_TEXT,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q15_5_TEXT,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_5_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26
2021-10-14 15:02:36,2021-10-14 15:06:35,IP Address,174.198.66.10,100,239,True,2021-10-14 15:06:36,R_1KdQmTN1jNhRt1P,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough affordable housing,,Duplex,Yes,2,1,4,3,5,,"Indecision, zoning, prices","A specific, targeted plan to work with families, developers, landlords, and interested parties access to streamlined resources, including building permits and available programs, quickly.",Female,26 - 40,3,0,White or Caucasian,"$200,000 or more"
2021-10-14 15:03:08,2021-10-14 15:07:06,IP Address,174.242.225.187,100,238,True,2021-10-14 15:07:06,R_29548jPaj2alnib,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,No,,My spouse works in another community,,"Better quality housing options,Better community amenities",Not interested in a different home,"$100,000-$175,000",,,,,,,,,,Not enough quality housing,,Independent Living Complex,No,4,1,2,3,5,,Low income families that don't care about what their property looks like,"Maybe have more programs for people to get money to improve their home ",Female,26 - 40,2,0,White or Caucasian,"$40,000-$59,999"
2021-10-14 15:07:44,2021-10-14 15:11:40,IP Address,174.198.65.230,100,236,True,2021-10-14 15:11:41,R_1jfArb23P6c68jT,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,Less than 1 year,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,Yes,Not enough affordable housing,,,No,3,2,4,1,5,,We're still dealing with a pandemic and getting someone to work on your small house projects takes months,Offer incentives to buy lots with promise to build. Enforce tearing down buildings unable to  be occupied. Enforce landlords to maintain current properties,Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-10-14 15:19:22,2021-10-14 15:23:19,IP Address,108.178.198.46,100,236,True,2021-10-14 15:23:19,R_27VVVUzVl231m1u,,,,,42.0160980224609375,-93.444000244140625,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,No,Yes,Not enough quality housing,,Duplex,Yes,3,4,2,1,5,,,,Male,26 - 40,2,4,White or Caucasian,"$100,000-$149,999"
2021-10-14 15:21:16,2021-10-14 15:25:58,IP Address,23.172.160.250,100,281,True,2021-10-14 15:25:58,R_2TZDipeFhynVwsd,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,,No,4,3,1,2,5,,"Lack of homes in good condition, lack of things to do for families to make incentives for people to stay here, lack of good restaurants and childcare ",Property tax lower or land cheaper to build,Female,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-10-14 15:22:16,2021-10-14 15:29:44,IP Address,173.24.216.161,100,447,True,2021-10-14 15:29:44,R_etvqkwk51YJGNJ7,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,No,Rent,,Single family home,,$700-$899,Good,Yes,Yes,Do not qualify for a home mortgage,,"Duplex,Independent Living Complex",Yes,2,4,5,3,1,"Build more income based housing apartments house etc. or have Sirha homes. ","Not wanting to do it, space, ","Land that is open build income based rentals ",Female,26 - 40,2,3,White or Caucasian,"$20,000-$39,999"
2021-10-14 15:41:44,2021-10-14 15:45:02,IP Address,174.198.82.151,100,198,True,2021-10-14 15:45:02,R_6Vg5XyU1gBhwlWx,,,,,41.232696533203125,-96.113800048828125,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,Independent Living Complex,No,5,4,2,1,3,"Homes in the $200,000-300000","I would like to know, I don’t understand why there isn’t anything affordable that is nice ","Build nice and affordable homes ",Female,41-55,2,2,White or Caucasian,"$100,000-$149,999"
2021-10-14 15:45:49,2021-10-14 15:49:58,IP Address,174.198.75.238,100,248,True,2021-10-14 15:49:59,R_2Yuqs7f0Jicap0t,,,,,41.2039031982421875,-95.99829864501953125,anonymous,EN,No,,"I own a home elsewhere,My spouse works in another community",,More homeownership options,Not interested in a different home,"$325,000-$400,000",,,,,,,,,,Not enough quality housing,,,No,5,4,2,3,1,"More things to do, and more business in town",,"Bring more business opportunities in town, more youth programs and also activities such as a sports facility for example smash park in the city - attractions that being people to our community ",Female,41-55,2,4,White or Caucasian,"$200,000 or more"
2021-10-14 15:58:25,2021-10-14 16:01:38,IP Address,107.77.207.152,100,193,True,2021-10-14 16:01:39,R_3PjLuqUFuz7Qe2M,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Independent Living Complex,No,3,1,4,2,5,,Council can’t make up its mind,Pick a priority and stick with it,Female,56-70,2,0,White or Caucasian,"$150,000-$199,999"
2021-10-14 16:00:15,2021-10-14 16:07:10,IP Address,173.215.56.251,100,415,True,2021-10-14 16:07:11,R_3QMkxn1NTYnsD90,,,,,42.8170013427734375,-95.9552001953125,anonymous,EN,No,,I own a home elsewhere,,"More homeownership options,More affordable housing options,Better quality housing options","Would be interested in a new construction single-family home,Would be interested in an existing single-family home","$175,000-$250,000",,,,,,,,,,Not enough quality housing,,,Yes,3,2,4,1,5,,"Reasonable prices for empty lots, availability of lots, unwillingness by the city to do something about terrible homes ","Build new affordable homes for families under 160k

Make a plan to deal with blighted neighborhoods... tear down those homes and rebuild affordable housing

Create more ways to help low income homeowners with roofs, siding, windows",Female,41-55,2,4,White or Caucasian,"$100,000-$149,999"
2021-10-14 16:11:19,2021-10-14 16:16:48,IP Address,198.153.114.72,100,328,True,2021-10-14 16:16:48,R_3dMxYBHyfeFUGnx,,,,,41.126800537109375,-95.15850067138671875,anonymous,EN,Yes,1-5 years,,,,,,No,Rent,,Single family home,,$700-$899,Fair,Yes,Yes,Not enough of the right home styles,,"Duplex,Independent Living Complex",Yes,1,3,2,4,5,,Funding.,I think we sound have inspections on every rental in town. Landlords should be held accountable if there homes are not up to standards with people living in them.,Female,26 - 40,1,3,White or Caucasian,"$20,000-$39,999"
2021-10-14 16:12:03,2021-10-14 16:20:38,IP Address,97.119.222.209,100,515,True,2021-10-14 16:20:39,R_2XjuZezUgroW0U9,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,,No,4,1,2,3,5,,"Most nice rentals in Atlantic are more expensive to live in than a mortgage would cost. However, not all have the means to even get a downpayment established so they are forced to rent while they try to save money to buy. Then when you can buy the prices of the homes in nice neighborhoods and need little work are almost $200,000. The average income in Atlantic cannot possibly afford those types of rates. My husband and I hold bachelor degrees and here we are struggling to save or even make improvements on our property because we have to maintain paying the bills. ","Force landlords to make their properties better maintained and lower their prices. Create an assistance program to help current residents fix their homes ",Female,26 - 40,2,1,White or Caucasian,"$60,000-$79,999"
2021-10-14 16:23:05,2021-10-14 16:27:07,IP Address,174.198.80.135,100,242,True,2021-10-14 16:27:07,R_pgZnlAzSPptqwKJ,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,No,,Difficult to find a home to purchase here that suits my family’s needs,,More homeownership options,Would be interested in an existing single-family home,"$175,000-$250,000",,,,,,,,,,Other,"City taxes are outrageous ",,Yes,5,2,4,1,3,Lower property taxes,"Property taxes, overpriced housing market",Build more single family 1500+ SQ ft houses and not 1100 sq ft duplexes on the edge of town,Male,26 - 40,2,1,White or Caucasian,"$80,000-$99,999"
2021-10-14 16:33:43,2021-10-14 16:41:25,IP Address,174.198.71.121,100,461,True,2021-10-14 16:41:26,R_2QhASma4HOp3Km6,,,,,41.2671051025390625,-96.03780364990234375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Good,No,Yes,Not enough quality housing,,,No,4,3,2,1,5,Do not add more low income housing options,"Lack of care for current houses. Low socioeconomic status in the community. ","Offer incentives to Improve/maintain current houses, apartments, duplexes in town. ",Female,26 - 40,5 or more adults,2,White or Caucasian,"$100,000-$149,999"
2021-10-14 16:56:52,2021-10-14 17:04:09,IP Address,174.243.112.32,100,437,True,2021-10-14 17:04:10,R_DqmvJ0ezVa6aDu1,,,,,41.6020965576171875,-93.612396240234375,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,No,Not enough of the right home styles,,,No,4,2,1,3,5,,"We need to add more local businesses, restaurants, and more competitive jobs",,Other,26 - 40,2,2,White or Caucasian,"$40,000-$59,999"
2021-10-14 17:01:12,2021-10-14 17:05:01,IP Address,174.198.84.244,100,229,True,2021-10-14 17:05:01,R_2CJmyacMk2Hnuqq,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,Yes,Not enough quality housing,,Independent Living Complex,No,3,1,2,4,5,,"People don’t want change, cost ","Quality landlords, quality tenets ",Female,26 - 40,2,4,White or Caucasian,"$100,000-$149,999"
2021-10-14 17:03:02,2021-10-14 17:07:00,IP Address,97.119.219.180,100,238,True,2021-10-14 17:07:01,R_3dEenUHi9pNAqus,,,,,41.24420166015625,-95.95989990234375,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,$700-$899,Poor,Yes,Yes,Not enough quality housing,,Duplex,No,3,1,4,2,5,,"Costs ",,Female,26 - 40,1,3,White or Caucasian,"$20,000-$39,999"
2021-10-14 17:14:25,2021-10-14 17:17:25,IP Address,174.198.71.227,100,179,True,2021-10-14 17:17:25,R_2E9MtpbEv6yL0Dh,,,,,41.2671051025390625,-96.03780364990234375,anonymous,EN,No,,I own a home elsewhere,,"More affordable housing options,Better quality housing options,Better community amenities",Would be interested in a new construction single-family home,"$250,000-$325,000",,,,,,,,,,Not enough quality housing,,,No,5,4,2,1,3,More places to eat and things to do,Land lock,More lots four housing the people can buy not developers. More quality places to eat. More things to do in town,Male,26 - 40,2,2,White or Caucasian,"$100,000-$149,999"
2021-10-14 17:12:32,2021-10-14 17:21:52,IP Address,67.3.158.93,100,560,True,2021-10-14 17:21:53,R_3j98FvZikgpOv0q,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Excellent,No,Yes,Not enough quality housing,,Independent Living Complex,Yes,3,4,2,1,5,Bring New Restaurants to Atlantic!,"Land Owners, Lot Cost, Building Cost","Buy Land, have the city invest in the infrastructure and sell lots to build on ",Male,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-10-14 17:24:57,2021-10-14 17:28:30,IP Address,174.198.64.150,100,213,True,2021-10-14 17:28:31,R_3qsohLq6foRzo2J,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,Less than 1 year,,,,,,No,Own,,Single family home,,"$1,500-1,999",Excellent,Yes,No,Not enough of the right home styles,,,Yes,4,2,3,1,5,,Spending money and resources on condo's and duplexes,Quit pumping cash into condos and duplexes,Male,41-55,2,3,White or Caucasian,"$100,000-$149,999"
2021-10-14 17:17:49,2021-10-14 17:28:37,IP Address,63.152.3.144,100,647,True,2021-10-14 17:28:37,R_1dzCKeOEbAf782i,,,,,42.022796630859375,-91.65720367431640625,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,Less than $300,Good,No,Yes,Other,Bought 30 yrs. ago.,Independent Living Complex,No,3,4,2,1,5,,"Main st,",Need more business in town,Female,71+,2,0,White or Caucasian,"$20,000-$39,999"
2021-10-14 17:21:49,2021-10-14 17:33:54,IP Address,67.3.165.37,100,725,True,2021-10-14 17:33:55,R_4MzBLkRlmHiey2t,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough affordable housing,,Duplex,Yes,3,2,4,1,5,Build out areas for new developments outside city limits with 3-4 acre lots,Lots are too small,"Block party type action zones to beautify the block followed up with a bq. 
Extend city services and streets into building zones on the city’s dime
",Male,56-70,2,0,White or Caucasian,"$80,000-$99,999"
2021-10-14 17:34:12,2021-10-14 17:39:22,IP Address,174.198.69.104,100,310,True,2021-10-14 17:39:23,R_1FCNvVu91elUezL,,,,,41.2581024169921875,-95.93250274658203125,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,$500-$699,Good,,No,Other,,,No,,,,,,,,,Female,71+,2,0,White or Caucasian,"$20,000-$39,999"
2021-10-14 17:42:57,2021-10-14 17:46:23,IP Address,67.3.136.214,100,205,True,2021-10-14 17:46:23,R_3QRgrTI2FV8O7la,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,More than 10 years,,,,,,No,Own,,Single family home,,$500-$699,Good,Yes,Yes,Not enough affordable housing,,,No,1,2,3,4,5,,,,Female,26 - 40,2,4,White or Caucasian,"$40,000-$59,999"
2021-10-14 17:47:25,2021-10-14 17:53:29,IP Address,50.81.180.154,100,364,True,2021-10-14 17:53:29,R_2VaK1P00DocHtvl,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,6-10 years,,,,,,Yes,Own,,Single family home,,Less than $300,Good,Yes,Yes,Not enough of the right home styles,,,Yes,4,1,2,3,5,,"Many Older homes, poor up keep. Homes aren’t big enough for larger families. ",,Female,26 - 40,2,4,White or Caucasian,"$100,000-$149,999"
2021-10-14 17:49:50,2021-10-14 17:58:38,IP Address,97.119.175.51,100,527,True,2021-10-14 17:58:39,R_2qD9FQKbG22S04b,,,,,41.2884063720703125,-95.99720001220703125,anonymous,EN,Yes,1-5 years,,,,,,Retired,Own,,Single family home,,$700-$899,Good,No,Yes,Not enough quality housing,,"Independent Living Complex,Assisted Living Complex",No,4,2,1,3,5,,People want to live above their means,People working to provide for themselves rather expecting handouts.,Female,56-70,2,0,White or Caucasian,"$20,000-$39,999"
2021-10-14 17:53:18,2021-10-14 17:58:49,IP Address,67.3.128.102,100,330,True,2021-10-14 17:58:49,R_cVox6bNwPruWcEx,,,,,41.2975006103515625,-96.09929656982421875,anonymous,EN,Yes,1-5 years,,,,,,Yes,Own,,Single family home,,"$1,200-$1,499",Good,Yes,Yes,Not enough quality housing,,,Yes,3,1,2,4,5,,,,Female,26 - 40,2,2,White or Caucasian,"$80,000-$99,999"
2021-10-14 17:56:47,2021-10-14 18:00:58,IP Address,173.19.122.194,100,251,True,2021-10-14 18:00:59,R_1mVkOuBs6XNrhYv,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough of the right home styles,,Independent Living Complex,Yes,4,2,3,1,5,,Not sure,,Female,56-70,2,0,White or Caucasian,"$60,000-$79,999"
2021-10-14 17:54:37,2021-10-14 18:01:10,IP Address,174.243.115.133,100,393,True,2021-10-14 18:01:10,R_3IDw2cA0LGkk317,,,,,41.26300048828125,-95.96230316162109375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$300-$499,Good,Yes,Yes,Not enough affordable housing,,,No,3,2,1,4,5,,Seems to be high priced and high taxes. Rent prices are absurd too,"I honestly don’t know. ",Male,41-55,2,1,White or Caucasian,"$60,000-$79,999"
2021-10-14 17:57:14,2021-10-14 18:01:18,IP Address,23.172.160.110,100,243,True,2021-10-14 18:01:18,R_6Yj1UxEg7Z5cOU9,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$500-$699,Fair,No,No,Not enough affordable housing,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,1,3,2,4,5,,Jobs that pay well,need more rent based n income living options,Female,41-55,2,0,White or Caucasian,"$80,000-$99,999"
2021-10-14 17:53:01,2021-10-14 18:03:08,IP Address,67.3.158.93,100,606,True,2021-10-14 18:03:08,R_2RUq9u0dSYvS4e7,,,,,41.285400390625,-96.1493988037109375,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Excellent,No,Yes,Not enough quality housing,,,Yes,4,2,3,1,5,,"We have homes that are way out of peoples price range or starter homes. There are not a lot of options for people in the 150,000-250,000 price range. We need more developments like Ash street. ","Buy Land, Sell Lots, Build Houses  ",Female,26 - 40,2,3,White or Caucasian,"$80,000-$99,999"
2021-10-14 17:57:39,2021-10-14 18:05:31,IP Address,97.119.223.12,100,471,True,2021-10-14 18:05:31,R_27xoX4375qoHmzA,,,,,41.237701416015625,-95.9998016357421875,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,$700-$899,Good,Yes,Yes,Not enough affordable housing,,"Duplex,Independent Living Complex,Assisted Living Complex",Yes,1,2,3,4,5,,"Not enough decent paying jobs. When u have homes going for ungodly amounts and the people barely make enough to survive. Also not enough quality rental properties. Be it Apartment or homes. ",Good paying jobs and incentives!,Female,56-70,1,0,Don’t wish to answer,"$19,999 or less"
2021-10-14 18:01:38,2021-10-14 18:06:08,IP Address,173.19.121.165,100,269,True,2021-10-14 18:06:08,R_29rVelBFpYCLHhE,,,,,41.6475067138671875,-95.30930328369140625,anonymous,EN,Yes,More than 10 years,,,,,,Yes,Own,,Single family home,,"$900-$1,199",Good,Yes,No,Not enough affordable housing,,,No,2,1,3,4,5,,,"Lower taxes ",Female,41-55,,0,White or Caucasian,"$80,000-$99,999"
2021-10-14 18:01:17,2021-10-14 18:06:26,IP Address,173.19.120.114,100,308,True,2021-10-14 18:06:26,R_TkphxPhmMUnN6qB,,,,,41.4037933349609375,-95.013702392578125,anonymous,EN,Yes,More than 10 years,,,,,,Retired,Own,,Single family home,,$300-$499,Excellent,Yes,Yes,Not enough affordable housing,,Independent Living Complex,Yes,,,,,,,"Lack of interest from community leaders ","I think this survey is a good start as long as there is follow thru ",Female,56-70,2,0,White or Caucasian,"$100,000-$149,999"
